"expc","educ","ypc","sexo"
49,"1",261667,"2"
66,"0",54727,"1"
1413,"5",583333,"2"
348,"2",240500,"1"
125,"8",108056,"2"
256,"3",320323,"1"
59,"2",265492,"2"
37,"9",269611,"2"
178,"1",159788,"1"
157,"5",350000,"2"
94,"1",127858,"1"
39,"7",130340,"1"
70,"2",143473,"1"
68,"0",115250,"1"
84,"5",211806,"2"
300,"5",311389,"2"
111,"3",331563,"2"
169,"1",147584,"2"
286,"1",60892,"2"
352,"7",260000,"2"
88,"1",625000,"1"
95,"5",750000,"1"
274,"3",309000,"2"
1864,"5",220200,"1"
203,"2",122133,"2"
43,"0",323264,"1"
60,"1",226092,"2"
89,"8",207500,"1"
61,"1",255792,"1"
61,"5",109037,"2"
101,"5",73000,"1"
129,"1",296667,"1"
67,"2",384000,"1"
35,"5",127889,"1"
109,"11",314667,"2"
95,"3",140640,"2"
213,"6",412334,"2"
274,"7",98521,"2"
44,"0",418276,"1"
115,"7",308000,"1"
561,"6",443789,"1"
57,"8",277143,"2"
456,"1",107394,"1"
403,"0",485450,"2"
113,"5",64424,"2"
115,"11",2530160,"2"
174,"3",335273,"1"
217,"11",900278,"1"
88,"1",151391,"1"
421,"1",442111,"2"
173,"5",191945,"2"
19,"7",152917,"2"
33,"3",213633,"1"
97,"3",158596,"1"
345,"1",183775,"1"
75,"1",122947,"1"
116,"0",67820,"1"
99,"4",58820,"2"
31,"5",562500,"1"
427,"1",308667,"1"
159,"4",76833,"1"
103,"9",170000,"1"
447,"11",521875,"1"
38,"2",121357,"1"
23,"0",217912,"2"
37,"4",99646,"2"
93,"6",83102,"2"
164,"3",203640,"2"
125,"9",721750,"1"
32,"6",483318,"2"
235,"2",354776,"2"
33,"2",195677,"2"
158,"6",195375,"1"
61,"5",109037,"1"
47,"5",110000,"1"
27,"6",235000,"2"
144,"5",402151,"1"
53,"1",79687,"2"
52,"11",136544,"1"
75,"1",110242,"1"
140,"3",170556,"2"
512,"5",481865,"1"
41,"1",120327,"1"
67,"5",145000,"2"
140,"5",1178750,"2"
102,"2",127250,"1"
38,"5",115105,"2"
229,"0",165433,"2"
186,"1",111463,"1"
121,"11",1100000,"2"
68,"3",613139,"1"
275,"1",376612,"1"
71,"1",263919,"1"
43,"8",155380,"2"
72,"0",281917,"1"
123,"9",1571429,"1"
63,"3",167301,"1"
357,"1",439376,"2"
567,"2",425000,"2"
98,"5",376250,"2"
118,"2",268254,"2"
350,"2",350000,"2"
125,"4",325703,"1"
357,"1",240000,"1"
167,"2",414110,"1"
469,"8",483333,"2"
144,"5",170001,"1"
191,"0",256667,"2"
45,"2",179342,"2"
159,"0",400972,"2"
158,"5",199918,"2"
52,"8",708333,"2"
137,"5",111687,"2"
177,"9",350000,"1"
37,"1",174881,"1"
45,"1",100833,"2"
155,"5",172125,"1"
357,"1",189170,"1"
230,"1",566412,"2"
255,"5",240000,"2"
111,"5",87148,"1"
300,"2",224273,"2"
97,"1",114775,"2"
403,"6",360833,"2"
36,"3",98282,"2"
175,"1",3045963,"2"
469,"6",223611,"1"
118,"7",49218,"2"
104,"0",132631,"1"
198,"5",195071,"1"
45,"12",346667,"1"
108,"6",233333,"2"
139,"3",150721,"2"
54,"3",395667,"2"
63,"5",468605,"1"
55,"5",54668,"1"
160,"1",106226,"2"
455,"11",1112778,"1"
63,"2",177982,"1"
88,"8",178000,"2"
223,"2",217209,"1"
321,"0",228056,"1"
25,"2",262842,"2"
123,"5",268632,"1"
85,"1",207644,"2"
106,"5",385205,"1"
80,"8",275823,"1"
188,"6",173581,"2"
355,"5",275000,"2"
222,"0",259578,"1"
118,"8",267917,"2"
99,"5",190000,"1"
42,"1",242899,"2"
103,"6",591667,"1"
79,"8",362500,"1"
457,"8",116667,"2"
145,"0",139268,"1"
257,"1",149476,"2"
104,"3",152218,"1"
40,"1",117583,"1"
72,"11",2530556,"2"
175,"11",1203157,"1"
154,"3",250000,"1"
214,"2",136488,"1"
125,"3",151762,"1"
30,"3",78676,"2"
192,"8",1177503,"1"
443,"5",832500,"1"
102,"8",201458,"1"
231,"3",110013,"1"
96,"2",214744,"1"
120,"3",545000,"2"
62,"1",192658,"2"
156,"8",275000,"1"
127,"6",975000,"2"
115,"8",333333,"1"
233,"0",97232,"1"
49,"8",248290,"2"
352,"5",91108,"1"
339,"11",233667,"1"
1087,"1",495833,"2"
49,"6",362381,"1"
74,"2",117773,"1"
12,"8",490174,"1"
107,"3",111775,"2"
70,"11",1204789,"1"
51,"1",138125,"1"
158,"9",268356,"1"
163,"12",3945834,"2"
350,"2",167337,"2"
69,"1",141000,"1"
63,"5",131479,"2"
77,"5",82325,"2"
73,"5",264140,"1"
335,"1",192500,"1"
71,"11",475667,"1"
108,"6",150000,"2"
118,"3",236315,"2"
30,"8",1100000,"2"
113,"5",239578,"2"
274,"6",284882,"1"
121,"11",492667,"2"
104,"1",498200,"2"
96,"9",219817,"2"
68,"5",475000,"2"
56,"3",66127,"2"
130,"5",155000,"1"
87,"2",1700000,"1"
64,"1",73382,"2"
81,"5",396500,"2"
74,"10",513834,"1"
311,"5",130000,"2"
227,"8",335000,"2"
175,"0",107632,"2"
99,"1",194852,"1"
85,"6",133849,"2"
135,"5",175556,"1"
77,"2",6667,"2"
78,"5",183148,"1"
143,"5",108091,"1"
309,"3",763000,"1"
141,"1",367222,"1"
118,"0",73581,"2"
134,"10",499194,"2"
105,"3",349330,"2"
521,"0",841333,"2"
87,"5",394386,"2"
59,"6",212323,"2"
96,"9",99719,"2"
66,"2",166722,"2"
297,"5",189895,"1"
64,"0",359666,"2"
268,"1",173886,"1"
91,"5",303018,"2"
172,"0",259888,"2"
184,"5",269334,"2"
350,"5",149377,"1"
132,"8",362000,"1"
20,"1",116667,"1"
126,"1",188448,"2"
103,"3",278667,"1"
63,"0",198292,"1"
148,"6",156562,"1"
417,"5",183333,"1"
125,"3",231500,"2"
24,"6",291225,"1"
146,"0",198228,"2"
105,"1",163163,"2"
116,"5",862500,"1"
84,"9",213333,"2"
125,"1",227368,"2"
120,"2",328033,"1"
182,"1",63662,"2"
567,"6",240000,"2"
144,"1",193784,"2"
124,"8",936667,"2"
199,"2",272083,"2"
26,"1",87763,"2"
221,"11",1e+05,"2"
28,"0",142000,"1"
72,"1",208935,"2"
38,"4",175125,"2"
166,"8",6e+05,"2"
36,"11",450000,"2"
34,"1",190466,"2"
119,"5",202269,"1"
99,"3",190000,"2"
87,"7",280065,"1"
58,"0",55888,"2"
165,"1",177580,"2"
159,"3",408176,"1"
91,"5",94775,"2"
612,"9",185153,"1"
53,"11",640000,"1"
107,"1",150417,"2"
47,"5",302778,"1"
47,"1",98765,"1"
133,"1",303713,"2"
115,"2",260000,"1"
416,"5",158129,"2"
154,"0",497222,"1"
56,"5",261500,"2"
91,"1",128716,"1"
41,"0",147084,"2"
107,"7",231378,"2"
16,"5",535000,"2"
267,"3",133743,"2"
235,"5",151493,"2"
28,"3",125457,"2"
103,"1",184667,"1"
129,"3",99198,"1"
50,"2",163188,"2"
417,"6",183333,"1"
140,"2",666951,"1"
357,"3",760000,"2"
25,"1",419167,"2"
75,"5",67243,"1"
441,"3",470000,"1"
36,"11",284167,"2"
214,"1",625000,"1"
47,"11",445000,"2"
107,"0",325000,"1"
109,"5",281250,"1"
101,"5",179895,"1"
56,"0",88984,"2"
54,"2",89350,"1"
62,"1",136692,"2"
80,"1",103842,"2"
102,"5",330700,"2"
48,"1",152913,"2"
106,"0",619444,"1"
201,"1",140000,"1"
31,"3",84171,"1"
561,"6",366813,"2"
795,"5",489444,"1"
427,"1",198581,"1"
96,"3",39033,"1"
160,"0",249657,"2"
148,"1",108919,"1"
610,"9",432667,"2"
462,"5",271500,"1"
331,"5",176012,"1"
193,"8",2562084,"1"
71,"0",370000,"1"
120,"12",1586667,"1"
32,"4",1710000,"2"
156,"5",291368,"1"
84,"5",222515,"1"
54,"3",420833,"1"
28,"9",152500,"1"
66,"3",168375,"2"
102,"6",90212,"2"
310,"11",477500,"2"
65,"2",489167,"2"
74,"8",866667,"2"
73,"5",68481,"2"
63,"10",1004167,"2"
60,"5",190000,"2"
333,"7",1132959,"2"
137,"5",211709,"2"
131,"5",359375,"2"
59,"9",243234,"1"
28,"2",224053,"2"
52,"1",581995,"1"
76,"2",350000,"1"
86,"3",463800,"2"
57,"9",676907,"2"
199,"3",105004,"1"
25,"8",391167,"1"
170,"2",402900,"2"
99,"2",126750,"1"
143,"3",108091,"2"
90,"5",202870,"1"
218,"6",217729,"2"
49,"0",117362,"1"
122,"11",5001667,"1"
107,"1",130625,"2"
25,"2",310705,"1"
83,"0",116344,"1"
512,"1",155152,"1"
167,"1",351683,"1"
357,"1",372778,"1"
223,"3",294144,"1"
70,"7",236000,"2"
112,"6",351043,"1"
337,"3",312500,"1"
172,"1",272500,"1"
190,"2",186944,"1"
62,"3",197115,"2"
86,"12",5200000,"1"
184,"11",439000,"2"
59,"1",85714,"2"
214,"3",320997,"1"
58,"1",142090,"2"
244,"3",251273,"2"
125,"5",370000,"1"
47,"5",110000,"2"
177,"3",363333,"2"
145,"9",163697,"1"
123,"5",53048,"2"
176,"2",148070,"2"
240,"12",1537172,"1"
119,"3",205133,"2"
91,"0",241860,"2"
160,"9",1585417,"1"
120,"5",301786,"2"
27,"1",119987,"2"
94,"11",885877,"1"
67,"6",260000,"1"
83,"2",300373,"2"
199,"1",130556,"2"
153,"6",203697,"2"
87,"3",149922,"1"
321,"5",335000,"2"
91,"8",249464,"1"
101,"9",248750,"1"
47,"1",215500,"1"
68,"0",488611,"1"
137,"4",221549,"2"
60,"1",126517,"2"
61,"1",191613,"2"
48,"1",63615,"1"
45,"5",265129,"2"
72,"1",37801,"2"
21,"6",164609,"1"
105,"8",396111,"2"
111,"0",74775,"2"
98,"0",148873,"1"
103,"2",68979,"2"
117,"6",162500,"2"
42,"1",121761,"1"
291,"5",242411,"1"
89,"0",172500,"1"
407,"5",402717,"1"
93,"2",380633,"1"
96,"3",206631,"2"
37,"1",266458,"2"
288,"5",94196,"1"
58,"6",154156,"1"
78,"1",202578,"1"
107,"8",217166,"2"
69,"5",229493,"2"
439,"11",1237728,"1"
17,"3",330000,"2"
117,"6",197199,"2"
66,"5",380000,"2"
47,"4",87500,"1"
99,"2",155250,"2"
163,"3",310340,"1"
120,"11",310797,"1"
649,"8",515167,"2"
213,"2",125168,"2"
90,"1",36667,"1"
110,"3",162333,"1"
181,"1",511645,"1"
118,"7",193704,"2"
118,"3",163576,"1"
138,"3",250000,"2"
118,"3",306667,"2"
121,"3",476084,"1"
331,"3",176012,"1"
77,"5",236660,"1"
123,"1",234882,"2"
88,"1",83840,"1"
165,"0",144056,"1"
83,"0",215000,"1"
357,"5",212466,"1"
170,"5",36667,"2"
78,"8",1994445,"2"
153,"9",288792,"2"
156,"1",104703,"2"
172,"5",386694,"2"
175,"0",244944,"2"
24,"6",387000,"1"
166,"6",153135,"2"
71,"0",71412,"1"
61,"3",331373,"2"
87,"3",157871,"2"
159,"7",352175,"1"
26,"2",121106,"2"
199,"1",130556,"1"
241,"8",528220,"2"
136,"2",210000,"2"
73,"8",1082167,"1"
29,"5",194111,"2"
283,"11",675833,"1"
101,"2",539313,"2"
160,"8",780417,"2"
56,"2",90750,"2"
75,"9",1147222,"2"
85,"2",378417,"2"
172,"5",246250,"1"
130,"0",96929,"1"
160,"9",289333,"1"
67,"1",394646,"2"
34,"0",72327,"2"
52,"5",106983,"2"
30,"2",68056,"2"
39,"1",111495,"1"
199,"11",2433333,"2"
82,"1",105602,"1"
112,"9",287500,"2"
106,"11",2278327,"1"
53,"2",372258,"2"
124,"3",259019,"2"
481,"1",169155,"1"
153,"0",214802,"1"
77,"6",78000,"1"
56,"9",423750,"2"
39,"5",284561,"2"
83,"0",131690,"1"
54,"4",96912,"2"
137,"6",184550,"2"
114,"11",2047500,"1"
278,"3",225000,"2"
112,"5",431250,"2"
61,"3",221250,"2"
67,"0",255667,"1"
34,"11",369000,"2"
214,"5",625000,"1"
587,"0",208541,"1"
257,"11",1105000,"2"
148,"6",781643,"2"
79,"3",523667,"2"
21,"5",186153,"2"
84,"0",58333,"2"
77,"2",239966,"2"
63,"5",655750,"2"
126,"3",269792,"2"
117,"9",205097,"1"
324,"3",173935,"1"
40,"2",636250,"2"
144,"0",77763,"1"
80,"2",6e+05,"1"
63,"6",336389,"2"
242,"1",106000,"2"
94,"3",89987,"2"
187,"5",210000,"2"
156,"11",264500,"1"
81,"11",1094519,"2"
253,"0",81333,"2"
78,"1",213568,"2"
118,"5",306667,"1"
135,"0",105880,"1"
333,"6",380083,"2"
12,"2",251857,"1"
175,"2",407500,"1"
30,"5",2611667,"1"
15,"4",742897,"1"
67,"3",465000,"1"
131,"5",159290,"1"
100,"1",237727,"1"
234,"3",480000,"2"
158,"11",2045834,"2"
76,"5",120000,"1"
23,"11",746521,"2"
98,"3",140098,"2"
350,"4",455279,"2"
310,"5",442084,"1"
55,"6",205373,"1"
177,"8",1725000,"1"
92,"5",250000,"2"
66,"11",583222,"1"
59,"1",634668,"2"
365,"9",489444,"1"
36,"1",164646,"1"
322,"5",485292,"2"
109,"3",750000,"2"
19,"7",158881,"1"
94,"6",172820,"1"
93,"3",242933,"2"
1413,"9",631667,"1"
41,"9",427719,"1"
121,"2",1008333,"2"
512,"0",550000,"2"
60,"1",172072,"2"
89,"1",131447,"1"
17,"1",97574,"1"
182,"6",5e+05,"2"
317,"11",723202,"1"
72,"1",254646,"2"
92,"5",550000,"1"
33,"3",256250,"1"
106,"11",350000,"1"
109,"7",298667,"2"
37,"8",180018,"2"
41,"3",230160,"1"
131,"0",188887,"1"
145,"3",274975,"2"
108,"11",1127917,"2"
32,"8",757583,"1"
266,"3",168610,"1"
40,"0",175765,"2"
110,"6",4e+05,"2"
96,"4",174049,"1"
322,"3",316316,"1"
66,"1",150000,"1"
121,"5",158790,"2"
85,"1",502500,"2"
177,"2",232083,"1"
85,"3",367125,"2"
122,"9",712667,"2"
97,"6",293216,"2"
191,"11",603591,"1"
62,"1",158215,"2"
27,"1",54900,"2"
118,"6",96346,"2"
173,"0",103941,"2"
148,"10",1180000,"1"
111,"2",249000,"2"
76,"11",323627,"2"
147,"11",2272084,"2"
149,"11",430001,"2"
65,"9",4e+05,"1"
1086,"0",702875,"1"
41,"3",197384,"1"
60,"2",1444234,"2"
142,"0",222218,"1"
38,"0",261110,"2"
285,"5",164722,"1"
43,"5",466654,"2"
81,"4",379167,"1"
32,"4",225000,"1"
74,"7",658396,"1"
89,"1",201549,"1"
143,"0",517444,"2"
421,"11",250000,"2"
67,"1",912500,"1"
159,"2",380046,"2"
94,"1",135850,"1"
72,"11",1225000,"1"
349,"5",103333,"2"
285,"6",272834,"2"
71,"5",166944,"2"
114,"1",146203,"2"
333,"3",23205,"2"
184,"8",210238,"1"
39,"6",435628,"1"
63,"4",200003,"2"
83,"5",110387,"2"
104,"3",331583,"1"
28,"3",270834,"1"
115,"6",258195,"1"
116,"3",481492,"2"
26,"3",197796,"2"
423,"0",175703,"2"
77,"1",158236,"1"
378,"5",292466,"1"
157,"1",158431,"1"
40,"10",685000,"2"
97,"1",150000,"2"
177,"1",103500,"1"
52,"7",150000,"1"
271,"6",302609,"1"
47,"1",198558,"1"
87,"1",198692,"2"
79,"11",1046245,"2"
132,"9",58865,"1"
99,"1",62895,"2"
298,"0",71710,"1"
52,"2",311599,"2"
1087,"5",216667,"1"
105,"5",200018,"1"
154,"0",309882,"1"
59,"3",704646,"1"
84,"9",481250,"2"
61,"1",158929,"2"
141,"0",267667,"2"
190,"5",354400,"2"
120,"0",153818,"2"
368,"0",785417,"2"
155,"9",158516,"1"
67,"6",244737,"2"
92,"1",181727,"1"
54,"2",89038,"1"
146,"1",342204,"1"
39,"5",291579,"2"
125,"0",636667,"1"
427,"6",509444,"2"
79,"6",126204,"2"
93,"3",205669,"2"
67,"2",287483,"2"
132,"5",207076,"1"
57,"0",170695,"1"
51,"0",303135,"1"
77,"5",125000,"2"
17,"9",143333,"1"
85,"5",133849,"1"
109,"3",86517,"2"
55,"2",87115,"2"
80,"2",231111,"1"
64,"12",7670000,"1"
51,"3",351111,"1"
87,"2",180821,"1"
32,"6",339852,"2"
93,"2",285526,"2"
44,"3",172632,"1"
36,"1",137552,"1"
557,"5",486694,"1"
10,"1",373983,"2"
322,"5",281427,"1"
100,"11",341667,"1"
137,"1",383753,"2"
114,"8",587511,"1"
22,"0",309276,"2"
317,"3",316667,"2"
98,"8",425000,"1"
175,"1",107632,"2"
101,"0",325352,"1"
77,"3",161052,"1"
101,"9",97426,"1"
168,"11",180546,"2"
71,"3",80099,"1"
14,"2",326209,"1"
41,"0",138581,"1"
162,"2",227323,"1"
53,"5",161966,"2"
152,"9",1555556,"2"
683,"11",369250,"2"
134,"0",193860,"1"
567,"2",117506,"1"
231,"5",324000,"2"
115,"9",193588,"2"
33,"2",99152,"2"
63,"2",36696,"1"
428,"1",176000,"2"
427,"11",475000,"2"
73,"12",2960000,"1"
66,"3",270000,"2"
39,"9",143056,"2"
290,"1",93750,"2"
402,"5",143889,"2"
90,"5",187605,"2"
48,"6",271550,"1"
108,"1",399589,"2"
190,"0",213248,"1"
326,"3",476235,"2"
178,"9",1420000,"1"
25,"9",358574,"1"
130,"5",279912,"2"
65,"0",120273,"1"
349,"5",226217,"2"
10,"1",209277,"2"
133,"5",222991,"1"
65,"5",263646,"1"
163,"9",1011667,"1"
140,"11",387800,"1"
160,"1",238902,"2"
119,"5",170577,"2"
106,"5",191125,"1"
169,"0",252456,"1"
36,"2",147394,"1"
349,"5",595847,"2"
75,"6",605510,"1"
585,"4",537500,"2"
20,"3",167823,"1"
108,"2",30361,"2"
119,"5",204615,"2"
31,"1",153206,"2"
127,"2",677323,"1"
82,"6",351635,"2"
74,"0",144250,"2"
138,"3",267474,"2"
125,"7",75019,"2"
62,"1",269407,"1"
443,"11",489167,"1"
94,"5",720000,"2"
337,"1",410000,"2"
72,"0",130275,"1"
28,"1",192000,"1"
75,"7",189435,"2"
36,"9",362151,"1"
122,"1",233951,"2"
63,"2",266000,"1"
51,"7",106874,"1"
66,"6",74250,"1"
86,"1",211735,"1"
254,"5",155000,"2"
421,"5",308333,"2"
40,"5",109093,"2"
70,"1",328107,"2"
81,"5",250000,"1"
21,"2",92500,"1"
310,"2",530000,"2"
87,"9",212500,"2"
132,"1",171376,"1"
20,"1",218067,"2"
245,"5",93252,"1"
77,"1",117962,"1"
285,"3",280340,"1"
74,"2",566200,"2"
286,"3",249105,"1"
130,"11",1123959,"1"
136,"3",1470625,"2"
557,"11",736042,"1"
462,"6",351153,"2"
317,"1",183910,"1"
69,"2",135131,"1"
124,"6",222222,"2"
77,"1",181370,"1"
304,"8",283228,"2"
290,"3",192639,"2"
426,"4",90090,"2"
41,"1",129578,"2"
112,"1",140000,"2"
99,"3",266153,"2"
176,"9",325000,"2"
93,"1",323573,"2"
15,"1",93123,"2"
72,"11",1700000,"2"
100,"11",440000,"2"
86,"5",402500,"2"
79,"6",515000,"2"
90,"0",269287,"1"
77,"1",82890,"1"
135,"5",770500,"1"
104,"5",958334,"2"
93,"9",125333,"1"
68,"1",475000,"1"
66,"5",180639,"1"
74,"5",198017,"2"
78,"3",374167,"2"
63,"3",232430,"1"
235,"5",350860,"1"
53,"5",306667,"2"
58,"0",243333,"1"
51,"2",313333,"2"
121,"1",171593,"2"
104,"5",175273,"2"
261,"1",140333,"1"
345,"5",508014,"1"
133,"1",3e+05,"1"
1220,"0",302500,"1"
468,"1",176532,"2"
154,"5",342622,"1"
78,"1",172498,"1"
416,"11",275000,"1"
23,"4",261250,"1"
138,"7",72605,"1"
95,"0",236000,"2"
131,"11",1658333,"1"
71,"7",191667,"1"
88,"1",222763,"1"
160,"0",127719,"2"
27,"0",41026,"2"
264,"3",107560,"1"
26,"4",125183,"2"
184,"0",196885,"2"
57,"0",214616,"2"
137,"1",137019,"2"
92,"9",126733,"2"
77,"2",181837,"2"
80,"5",207097,"1"
67,"9",218433,"1"
112,"5",323333,"1"
427,"9",280600,"2"
110,"9",114153,"1"
21,"5",265124,"2"
75,"3",290000,"1"
44,"1",214227,"2"
136,"8",324239,"2"
45,"2",164775,"1"
99,"9",698611,"2"
162,"5",155823,"2"
59,"1",191667,"2"
72,"11",222334,"2"
129,"7",251500,"2"
76,"6",108000,"2"
135,"1",292264,"2"
424,"3",596333,"1"
109,"2",280000,"1"
122,"11",521458,"1"
112,"8",228725,"2"
83,"8",676778,"2"
120,"6",93258,"2"
81,"5",297088,"1"
92,"6",114036,"2"
182,"5",5e+05,"1"
39,"1",60530,"1"
22,"0",119262,"2"
464,"11",433219,"1"
23,"1",275000,"1"
119,"1",2424167,"2"
66,"0",276667,"2"
46,"4",460000,"2"
184,"5",106027,"2"
77,"5",123598,"1"
255,"9",204616,"1"
132,"5",260625,"2"
350,"0",202159,"2"
101,"4",354813,"1"
185,"12",3215909,"1"
14,"5",98931,"2"
469,"1",176007,"2"
81,"5",521147,"2"
76,"5",588000,"1"
98,"11",8e+05,"2"
404,"6",305533,"2"
81,"5",484292,"1"
333,"0",23205,"1"
63,"7",49054,"1"
67,"1",122380,"2"
117,"10",33333,"2"
81,"4",142100,"2"
63,"2",97475,"2"
47,"4",348750,"1"
165,"9",875000,"2"
76,"11",475000,"1"
100,"5",303333,"2"
114,"5",135794,"1"
568,"1",215292,"1"
79,"1",106667,"2"
49,"3",608333,"2"
416,"3",270000,"2"
65,"1",276250,"1"
100,"5",174608,"1"
59,"2",1e+05,"1"
94,"4",364828,"2"
41,"0",70818,"2"
63,"1",242318,"2"
87,"11",775150,"1"
112,"7",239517,"1"
94,"4",110000,"2"
101,"9",663333,"1"
75,"5",139394,"1"
357,"5",311158,"2"
265,"3",125910,"2"
74,"1",82947,"1"
474,"2",246238,"1"
488,"6",238389,"2"
234,"3",389590,"2"
94,"6",229046,"2"
228,"9",736833,"2"
81,"1",413333,"1"
82,"12",1518417,"2"
35,"2",276165,"2"
383,"1",130000,"2"
56,"0",91842,"2"
364,"2",220000,"2"
52,"1",236699,"1"
174,"9",508981,"1"
468,"5",232500,"1"
62,"5",546667,"2"
29,"3",94000,"2"
114,"5",408333,"2"
152,"1",210764,"1"
132,"1",73890,"1"
12,"5",42792,"2"
78,"6",298093,"1"
188,"2",110000,"2"
81,"11",486532,"1"
326,"5",363333,"1"
42,"5",114996,"2"
65,"3",547578,"1"
220,"1",188517,"1"
109,"6",107469,"1"
63,"1",354509,"2"
41,"0",310958,"1"
278,"5",580000,"2"
159,"8",775000,"2"
208,"3",300865,"1"
257,"3",144703,"2"
172,"5",177757,"1"
63,"9",366368,"2"
48,"1",391078,"1"
131,"5",1097708,"2"
187,"0",358542,"2"
49,"2",80204,"2"
214,"3",113525,"1"
69,"7",651667,"1"
134,"5",190203,"2"
128,"11",182800,"1"
108,"2",677709,"1"
96,"11",2195834,"1"
87,"5",615000,"2"
83,"5",435834,"1"
110,"0",114153,"1"
323,"1",277206,"2"
141,"11",520000,"2"
173,"9",130699,"1"
56,"1",55608,"1"
88,"1",106935,"2"
612,"5",421867,"1"
23,"1",352778,"1"
173,"1",70667,"2"
61,"0",73108,"1"
71,"6",375005,"1"
77,"2",158236,"1"
385,"1",394000,"1"
56,"2",550000,"1"
107,"1",274799,"1"
78,"0",268500,"1"
71,"1",121469,"2"
107,"3",272469,"2"
43,"5",3e+05,"2"
568,"5",215292,"2"
300,"2",3e+05,"1"
90,"2",253163,"2"
268,"8",600792,"2"
125,"1",106318,"1"
86,"6",253689,"1"
239,"6",154330,"1"
26,"1",97196,"2"
72,"0",1057778,"1"
172,"1",279022,"1"
97,"1",142925,"1"
51,"5",370000,"1"
139,"5",293324,"1"
124,"4",222222,"2"
421,"2",520000,"2"
77,"1",247500,"2"
601,"5",255774,"1"
390,"3",170556,"1"
105,"11",513333,"2"
294,"9",486206,"2"
237,"6",167222,"2"
22,"1",121106,"2"
54,"2",271313,"1"
106,"3",109235,"2"
142,"3",285000,"1"
103,"0",68979,"2"
216,"2",196817,"2"
1087,"3",301640,"2"
234,"1",188644,"2"
43,"4",89210,"2"
197,"3",196866,"2"
119,"3",128527,"2"
54,"8",198208,"1"
78,"11",453573,"1"
115,"6",264271,"2"
84,"11",448762,"1"
179,"2",250000,"2"
82,"6",821806,"1"
39,"4",321416,"2"
147,"9",1250000,"2"
102,"3",81870,"1"
22,"4",214167,"2"
91,"6",215237,"1"
98,"5",252502,"2"
53,"6",121250,"2"
122,"8",317500,"2"
313,"6",618618,"1"
29,"5",500001,"1"
82,"8",115000,"2"
144,"2",744000,"2"
76,"8",350104,"1"
357,"1",228056,"1"
76,"0",444354,"2"
561,"5",344930,"1"
43,"9",267561,"2"
117,"5",278889,"2"
521,"9",1085625,"2"
175,"11",488542,"2"
62,"1",136245,"1"
127,"9",265986,"2"
141,"0",181667,"2"
102,"2",114321,"2"
242,"9",331417,"1"
18,"5",232498,"2"
114,"0",96000,"1"
69,"0",118021,"1"
136,"11",703236,"1"
125,"3",233500,"2"
105,"5",876167,"2"
41,"5",135170,"2"
90,"6",278542,"1"
137,"5",364769,"1"
57,"1",117357,"2"
75,"3",504167,"1"
118,"1",50000,"1"
45,"0",123640,"2"
129,"1",275000,"1"
116,"5",137500,"2"
567,"1",45218,"1"
488,"5",275714,"2"
45,"11",1133333,"1"
160,"11",7e+05,"2"
199,"2",77395,"2"
23,"1",218821,"2"
133,"6",180014,"2"
126,"0",72806,"2"
199,"5",103715,"2"
47,"11",1130715,"1"
191,"9",780000,"2"
79,"11",368275,"2"
57,"1",144600,"2"
103,"5",149065,"2"
16,"0",309578,"2"
1122,"1",149841,"1"
42,"11",377083,"2"
65,"2",195000,"2"
38,"1",108428,"2"
177,"6",423112,"1"
102,"1",185336,"1"
143,"0",221871,"1"
96,"6",273559,"1"
166,"11",657500,"1"
84,"9",1580000,"2"
24,"9",413333,"1"
64,"11",838125,"1"
333,"2",385208,"1"
158,"6",415000,"1"
1413,"11",520834,"2"
122,"9",480000,"1"
74,"1",198017,"2"
120,"5",525000,"1"
63,"2",93600,"2"
427,"1",113750,"1"
124,"9",249195,"2"
65,"1",131850,"2"
129,"2",217517,"1"
46,"2",436667,"1"
28,"1",229970,"2"
226,"8",571667,"1"
568,"0",330000,"1"
233,"9",310771,"2"
298,"3",541667,"2"
166,"3",444000,"1"
64,"9",175000,"2"
76,"5",480625,"1"
82,"6",127097,"2"
392,"1",182990,"2"
40,"5",372323,"2"
309,"12",1325000,"2"
217,"1",442531,"2"
280,"1",278947,"1"
428,"0",177667,"1"
73,"5",264230,"2"
56,"11",760000,"2"
126,"9",335000,"1"
24,"0",97365,"2"
155,"5",109048,"1"
113,"5",125642,"1"
22,"5",223403,"2"
22,"5",4e+05,"1"
38,"11",968056,"1"
30,"3",1733333,"1"
79,"8",678125,"1"
76,"5",413333,"1"
344,"1",469321,"2"
80,"11",1175000,"1"
107,"11",565000,"2"
345,"1",182251,"2"
694,"1",193000,"2"
17,"3",326311,"1"
113,"5",284667,"2"
85,"11",434882,"1"
37,"11",1402083,"1"
120,"6",142343,"1"
137,"5",459503,"1"
199,"5",467500,"2"
156,"0",187762,"2"
1413,"11",583333,"2"
82,"0",81667,"1"
139,"6",489092,"1"
25,"9",545545,"1"
286,"3",5e+05,"1"
190,"6",122997,"2"
104,"2",81068,"1"
126,"2",144250,"2"
31,"11",366667,"1"
96,"5",247226,"2"
54,"11",286863,"1"
73,"8",159396,"2"
469,"1",212591,"1"
82,"8",190942,"2"
99,"11",247280,"1"
145,"6",205833,"2"
285,"3",449583,"1"
118,"9",140047,"2"
455,"11",447222,"2"
97,"2",138240,"1"
321,"5",312323,"2"
37,"2",77905,"1"
376,"11",635651,"1"
52,"1",1469257,"1"
