"expc","educ","ypc","sexo"
198,"5",562515,"1"
557,"1",1194808,"1"
219,"3",376780,"1"
337,"2",236373,"1"
140,"2",89925,"2"
393,"3",355733,"2"
180,"1",314300,"2"
98,"3",130004,"1"
160,"12",802778,"1"
30,"5",158402,"2"
141,"2",309537,"2"
27,"5",326415,"1"
184,"3",445000,"2"
78,"8",269333,"2"
321,"1",265452,"2"
59,"0",226500,"2"
66,"1",230000,"2"
124,"3",470593,"2"
120,"0",153956,"2"
79,"3",367033,"2"
416,"3",158129,"1"
84,"0",75727,"2"
63,"5",317500,"1"
219,"0",62865,"1"
469,"5",130644,"2"
140,"5",204492,"1"
153,"1",318122,"1"
122,"1",76779,"1"
139,"9",472563,"1"
37,"0",319204,"2"
274,"5",287500,"2"
302,"2",168576,"2"
91,"6",178611,"1"
596,"9",351111,"1"
426,"8",449791,"2"
64,"9",188254,"2"
32,"1",105510,"2"
235,"3",103333,"2"
85,"3",461667,"2"
159,"1",211406,"2"
27,"2",162857,"2"
58,"2",93013,"1"
70,"0",230961,"2"
219,"1",221602,"1"
464,"1",161637,"2"
144,"6",462778,"2"
70,"3",337397,"1"
33,"1",233330,"1"
80,"1",142857,"1"
76,"1",261204,"1"
53,"3",179540,"2"
75,"0",261111,"2"
51,"0",243229,"1"
123,"5",319215,"1"
80,"9",150000,"1"
333,"0",235528,"1"
71,"5",253333,"1"
424,"6",290998,"2"
180,"2",254516,"2"
132,"2",104544,"1"
30,"5",1382388,"1"
20,"11",355000,"1"
474,"3",266667,"1"
94,"1",566667,"1"
514,"6",192721,"1"
365,"5",256717,"2"
87,"0",256250,"2"
58,"5",168346,"2"
150,"3",352500,"1"
322,"1",221184,"2"
404,"5",596500,"1"
150,"1",76297,"2"
12,"1",185000,"1"
104,"9",193750,"2"
157,"0",181830,"2"
165,"11",468159,"2"
140,"5",213954,"1"
587,"2",264375,"1"
485,"1",189200,"1"
46,"2",212084,"1"
135,"11",1141333,"2"
118,"11",504882,"1"
135,"5",140000,"2"
76,"11",819445,"2"
135,"7",188806,"2"
110,"1",291233,"1"
481,"3",196562,"2"
172,"5",695000,"1"
25,"11",1427778,"2"
33,"5",841579,"1"
25,"1",1460657,"2"
62,"2",173583,"2"
68,"5",295833,"1"
426,"2",90090,"1"
322,"1",88451,"1"
335,"9",433604,"2"
66,"0",183239,"2"
41,"2",243945,"1"
135,"8",440000,"1"
264,"1",138941,"2"
142,"2",190046,"2"
109,"6",480667,"1"
38,"0",159335,"2"
408,"11",1145556,"2"
349,"7",338000,"2"
68,"3",309000,"2"
170,"6",150000,"1"
73,"2",144679,"2"
212,"3",249525,"1"
137,"6",111687,"1"
109,"9",3e+05,"1"
31,"5",272820,"2"
440,"0",193801,"2"
170,"5",159093,"1"
203,"5",122574,"2"
140,"11",1128750,"2"
66,"3",383289,"1"
49,"7",165000,"2"
79,"4",476201,"1"
80,"5",205548,"2"
285,"9",107500,"1"
60,"2",476250,"1"
74,"9",496667,"2"
35,"2",170000,"1"
1087,"5",363142,"2"
93,"5",264583,"2"
144,"2",102388,"2"
70,"1",585000,"2"
66,"4",1e+06,"1"
191,"6",145738,"2"
194,"2",187027,"2"
79,"8",130202,"2"
114,"1",267323,"1"
141,"5",246162,"2"
443,"5",448343,"1"
42,"6",110592,"2"
60,"2",366917,"1"
115,"5",312500,"2"
508,"5",305955,"1"
108,"5",255246,"1"
142,"2",172129,"1"
111,"1",227500,"1"
135,"5",420000,"1"
568,"0",215292,"2"
106,"9",141060,"2"
290,"4",241111,"1"
236,"5",227271,"2"
21,"1",201575,"2"
24,"6",178750,"1"
67,"3",1062500,"1"
408,"1",1125884,"1"
107,"1",283392,"2"
92,"1",196490,"1"
125,"0",232083,"2"
1413,"1",745694,"1"
125,"5",177929,"1"
110,"2",278511,"2"
81,"11",950556,"2"
77,"1",64762,"2"
63,"9",156500,"1"
314,"5",203739,"1"
286,"7",192356,"2"
67,"2",118977,"2"
123,"8",226735,"2"
87,"9",515000,"1"
355,"0",416667,"2"
55,"11",1135542,"1"
158,"6",139895,"2"
240,"0",1009131,"1"
77,"1",85500,"1"
285,"0",208195,"1"
416,"3",353932,"2"
474,"1",712138,"1"
53,"2",101381,"2"
142,"0",584375,"2"
45,"2",182255,"2"
382,"5",450000,"1"
112,"3",167805,"1"
68,"8",486667,"2"
91,"8",479444,"1"
105,"8",281957,"1"
39,"0",552292,"1"
18,"6",277500,"1"
181,"3",2727084,"1"
335,"11",441667,"2"
274,"6",175059,"1"
45,"5",266278,"1"
333,"3",23205,"2"
172,"1",259888,"1"
285,"1",195714,"2"
416,"7",201434,"2"
205,"1",1002500,"1"
74,"6",1053417,"1"
85,"7",275385,"1"
408,"11",438875,"2"
274,"6",351896,"2"
309,"2",243083,"2"
137,"0",282000,"1"
212,"11",450000,"2"
99,"1",230503,"2"
95,"5",5e+05,"2"
363,"9",597610,"2"
292,"3",417144,"2"
36,"0",112065,"2"
51,"1",1e+05,"1"
40,"3",96311,"1"
345,"5",260333,"2"
488,"6",174764,"1"
94,"1",76000,"2"
165,"1",153635,"2"
100,"5",331043,"1"
148,"2",462917,"2"
310,"9",333333,"1"
98,"5",103474,"2"
157,"2",391556,"1"
339,"0",296667,"2"
193,"0",687500,"2"
148,"6",289802,"1"
56,"1",88984,"1"
63,"5",1650000,"1"
31,"1",170000,"2"
54,"5",540000,"2"
302,"5",790510,"2"
94,"2",286788,"1"
57,"1",218234,"2"
87,"5",180313,"2"
117,"5",291042,"1"
192,"4",312466,"2"
557,"0",462000,"1"
159,"5",332778,"1"
217,"1",189823,"1"
46,"5",256618,"2"
79,"8",180000,"2"
105,"0",151070,"2"
100,"3",119764,"2"
198,"5",457017,"1"
1087,"5",215176,"1"
29,"1",184526,"2"
73,"3",135000,"2"
181,"11",490000,"2"
70,"1",188276,"1"
48,"1",467465,"2"
141,"11",588417,"2"
73,"6",159396,"1"
204,"3",255279,"2"
84,"8",5e+05,"2"
141,"3",66618,"1"
119,"1",346042,"2"
59,"1",1035556,"1"
112,"12",1925000,"1"
449,"5",276856,"1"
326,"5",211792,"2"
288,"2",222856,"1"
383,"1",177469,"1"
134,"9",141352,"2"
427,"5",574965,"2"
99,"1",121362,"2"
156,"5",242759,"2"
102,"1",192554,"2"
38,"0",156081,"2"
139,"6",489092,"2"
26,"3",267917,"2"
140,"5",387800,"1"
31,"11",195000,"1"
79,"5",497333,"2"
41,"11",785000,"1"
195,"11",501875,"2"
134,"0",410659,"1"
625,"1",229429,"1"
349,"7",548611,"1"
110,"1",465000,"2"
143,"5",216667,"1"
60,"2",304598,"2"
1087,"1",294167,"2"
55,"7",273259,"1"
141,"0",123333,"2"
139,"5",1552083,"2"
28,"5",222654,"2"
116,"1",67820,"1"
100,"6",325094,"2"
33,"1",92356,"1"
50,"0",126517,"1"
191,"1",155000,"1"
78,"9",1063125,"1"
122,"1",125000,"2"
223,"5",118860,"1"
78,"11",875895,"2"
26,"1",231123,"2"
192,"0",213333,"2"
118,"9",118400,"2"
162,"3",92423,"2"
285,"5",254500,"2"
74,"0",221408,"1"
105,"5",473215,"2"
209,"1",113152,"2"
427,"3",344621,"1"
80,"2",208123,"1"
60,"0",2e+05,"2"
344,"5",469321,"1"
77,"5",207456,"1"
567,"9",117506,"1"
146,"1",117193,"1"
71,"1",120000,"2"
165,"9",199484,"1"
122,"5",129583,"1"
57,"5",99536,"2"
159,"5",178000,"1"
310,"2",275363,"1"
171,"1",170000,"2"
286,"0",233573,"1"
54,"11",556614,"1"
82,"8",131843,"2"
313,"9",205000,"1"
160,"1",479578,"2"
56,"5",260000,"2"
57,"1",82500,"2"
302,"9",108854,"2"
129,"1",217517,"2"
122,"9",353413,"1"
45,"2",422515,"1"
131,"2",208146,"1"
77,"7",190517,"1"
74,"3",69304,"2"
679,"2",350000,"1"
474,"5",382679,"2"
378,"5",252500,"2"
135,"11",293568,"2"
41,"2",276641,"2"
123,"9",1959833,"2"
67,"9",713467,"2"
74,"2",64195,"2"
284,"2",132500,"2"
48,"5",143336,"1"
383,"11",404167,"2"
286,"2",301667,"1"
53,"3",245267,"1"
87,"3",254667,"1"
232,"5",295000,"2"
80,"3",220331,"1"
25,"5",116081,"1"
45,"5",172975,"2"
25,"0",482933,"1"
118,"3",428333,"1"
416,"11",213333,"2"
47,"5",252421,"1"
240,"3",194167,"2"
104,"5",121162,"1"
355,"5",768215,"1"
140,"5",705000,"2"
69,"1",182050,"1"
77,"1",123350,"2"
363,"6",242535,"1"
91,"7",111734,"2"
568,"2",186932,"2"
84,"5",225000,"1"
20,"3",204619,"2"
54,"11",1838750,"1"
54,"11",865438,"2"
139,"0",133333,"1"
62,"12",2766667,"1"
133,"5",289495,"1"
195,"5",190333,"2"
130,"3",170974,"2"
112,"6",214966,"2"
51,"1",154430,"2"
71,"3",56880,"2"
22,"1",163791,"1"
357,"1",372778,"2"
55,"3",339891,"1"
121,"7",186645,"1"
52,"11",590000,"1"
98,"5",399823,"2"
25,"5",772222,"1"
27,"1",173664,"2"
178,"9",439167,"1"
70,"5",284445,"2"
417,"11",426420,"1"
41,"8",350000,"1"
322,"0",102884,"2"
100,"2",225948,"2"
92,"2",217500,"1"
323,"5",204628,"1"
108,"1",247568,"2"
144,"9",536111,"1"
1413,"9",844625,"1"
457,"5",765783,"2"
45,"6",435000,"1"
57,"5",417500,"2"
132,"1",253245,"2"
36,"0",225592,"1"
116,"5",392142,"1"
116,"3",140965,"1"
83,"0",146518,"2"
285,"2",322578,"1"
366,"5",458238,"2"
50,"2",308000,"2"
202,"9",825833,"1"
100,"0",244680,"1"
53,"5",172500,"2"
150,"6",190000,"1"
21,"3",1526250,"1"
48,"1",103202,"1"
68,"5",115000,"1"
218,"1",153333,"1"
65,"6",156412,"1"
47,"2",306653,"2"
464,"5",161637,"1"
238,"0",228628,"2"
52,"1",82388,"1"
83,"5",436389,"1"
48,"5",154216,"2"
59,"1",191600,"1"
145,"1",1175000,"2"
377,"0",115170,"1"
97,"1",254258,"1"
83,"5",122105,"2"
57,"3",157721,"1"
120,"5",88750,"2"
18,"2",305691,"1"
68,"1",274050,"2"
322,"6",475000,"2"
225,"5",348157,"2"
53,"5",160000,"1"
118,"6",70000,"2"
38,"1",208755,"2"
37,"5",120900,"2"
58,"1",95744,"2"
98,"1",294977,"2"
90,"5",334071,"2"
62,"9",193479,"2"
124,"3",275333,"1"
132,"3",222000,"1"
98,"11",240000,"2"
300,"8",696289,"2"
59,"1",104615,"1"
112,"5",308917,"2"
312,"11",1949035,"1"
349,"9",941667,"2"
348,"3",177000,"1"
1413,"1",545417,"1"
204,"1",203028,"1"
46,"1",616667,"2"
405,"9",183333,"1"
313,"4",216500,"1"
459,"6",68958,"1"
488,"8",325523,"2"
38,"4",124904,"1"
54,"3",270774,"2"
266,"9",183895,"2"
112,"5",197872,"2"
168,"0",121228,"1"
183,"1",112500,"1"
331,"5",106000,"2"
126,"3",85532,"1"
77,"3",158236,"2"
157,"5",326406,"1"
76,"2",960000,"2"
54,"5",76162,"2"
45,"9",1240625,"1"
66,"1",104932,"1"
162,"5",190000,"1"
468,"5",246167,"1"
43,"11",627083,"1"
86,"3",186410,"1"
100,"1",90288,"1"
66,"5",146572,"2"
365,"7",227030,"1"
69,"2",208237,"1"
47,"1",815333,"2"
1087,"3",301640,"1"
33,"8",398641,"1"
133,"3",161265,"1"
63,"1",342585,"2"
21,"0",104922,"1"
157,"1",86526,"2"
63,"1",201549,"1"
382,"1",163051,"2"
464,"9",273333,"2"
107,"2",236298,"1"
456,"5",107394,"1"
382,"2",142981,"2"
78,"2",207742,"1"
488,"9",418771,"1"
126,"0",156757,"2"
67,"1",284932,"2"
56,"2",182500,"1"
140,"2",312917,"2"
90,"5",595000,"1"
152,"9",134500,"2"
104,"3",164929,"1"
191,"2",965175,"2"
97,"0",137500,"1"
40,"9",487000,"1"
98,"3",186000,"2"
441,"5",219789,"2"
356,"6",184259,"2"
159,"1",150000,"2"
16,"0",5e+05,"1"
74,"5",171844,"2"
404,"1",200624,"2"
90,"5",180000,"2"
112,"5",454167,"1"
186,"1",682500,"2"
174,"8",455278,"2"
116,"5",242443,"1"
25,"5",973000,"2"
128,"11",318542,"2"
53,"5",301042,"1"
27,"2",402323,"2"
177,"0",187289,"2"
102,"6",491667,"1"
95,"5",196386,"1"
193,"3",326018,"1"
46,"5",395186,"2"
45,"6",160847,"1"
17,"3",539049,"1"
356,"0",228100,"2"
90,"1",153333,"2"
75,"1",728351,"2"
302,"1",168576,"1"
43,"3",162112,"1"
286,"3",98446,"2"
336,"3",653056,"1"
20,"0",162247,"2"
568,"3",330000,"1"
56,"2",249753,"2"
9,"0",562500,"1"
48,"0",231108,"2"
136,"8",278333,"2"
32,"5",145714,"1"
160,"6",210202,"1"
99,"1",179681,"2"
96,"0",219817,"1"
57,"0",338170,"2"
240,"1",130000,"2"
89,"2",382291,"1"
217,"3",110000,"2"
548,"2",111435,"1"
67,"3",158133,"1"
86,"8",448538,"2"
439,"0",302000,"2"
80,"3",209578,"2"
77,"2",96702,"1"
69,"5",251250,"1"
333,"5",263942,"1"
300,"5",1465000,"2"
268,"5",201644,"1"
1087,"5",726667,"2"
86,"9",302500,"1"
142,"5",135194,"2"
182,"0",460984,"2"
274,"11",274333,"2"
235,"5",150000,"2"
218,"11",874838,"2"
194,"3",73032,"2"
274,"3",247154,"2"
36,"2",377323,"1"
151,"5",110586,"2"
390,"6",210667,"1"
141,"1",265417,"1"
102,"8",301076,"2"
63,"8",1204167,"1"
162,"1",92423,"1"
54,"2",173592,"2"
10,"7",338542,"1"
226,"0",70859,"1"
124,"7",722667,"1"
141,"2",163750,"1"
24,"1",322273,"2"
85,"3",409422,"2"
60,"1",305550,"2"
37,"1",258611,"2"
433,"6",462500,"2"
115,"5",282917,"1"
76,"6",108000,"2"
464,"8",396195,"1"
67,"9",182837,"2"
94,"8",726667,"2"
108,"1",83203,"2"
120,"11",711667,"1"
537,"0",221469,"2"
25,"6",116759,"2"
17,"9",737500,"2"
86,"4",256872,"1"
127,"8",1127000,"2"
186,"12",739861,"1"
403,"8",153289,"1"
159,"5",250000,"1"
42,"4",430000,"1"
168,"5",487861,"2"
134,"5",295174,"1"
97,"3",160881,"2"
93,"3",86130,"1"
97,"5",180173,"2"
222,"5",393907,"2"
57,"7",190000,"2"
474,"0",288258,"2"
88,"5",260000,"2"
125,"1",835921,"1"
147,"5",281153,"2"
65,"1",221558,"1"
273,"0",398932,"2"
112,"12",1714167,"1"
71,"0",92528,"1"
108,"3",163289,"2"
116,"5",311122,"1"
94,"0",149270,"2"
97,"1",160442,"2"
83,"5",6e+05,"1"
49,"7",150000,"1"
136,"9",350382,"2"
26,"3",148145,"1"
140,"3",234792,"2"
274,"0",315000,"1"
212,"6",63509,"1"
28,"5",219267,"1"
392,"5",431000,"2"
248,"9",186944,"2"
415,"9",58250,"1"
91,"4",69468,"2"
224,"3",258436,"1"
94,"1",153273,"1"
214,"2",153698,"1"
137,"7",247114,"1"
151,"2",55000,"1"
37,"1",510000,"2"
345,"2",382500,"2"
193,"8",1871162,"2"
255,"1",175916,"1"
69,"3",378333,"2"
33,"3",540000,"2"
112,"1",1066667,"1"
84,"3",138036,"2"
268,"6",225231,"2"
92,"5",415000,"1"
44,"1",201637,"2"
113,"5",252779,"2"
585,"8",308833,"2"
265,"0",125910,"2"
172,"2",490000,"2"
182,"2",126167,"2"
429,"11",940417,"1"
148,"5",248148,"1"
96,"1",63000,"1"
103,"11",465000,"2"
92,"3",206833,"2"
114,"5",396232,"1"
323,"1",129445,"1"
24,"8",277983,"1"
70,"1",114108,"2"
144,"9",767183,"2"
300,"0",168215,"2"
215,"2",265965,"1"
69,"3",190535,"2"
449,"9",1033333,"2"
93,"0",206778,"1"
298,"2",260517,"2"
66,"2",230323,"2"
13,"1",82500,"1"
273,"2",407500,"2"
89,"0",227491,"1"
103,"3",195000,"2"
58,"6",271537,"1"
162,"0",130000,"2"
95,"6",772118,"2"
417,"11",770556,"2"
97,"0",275834,"2"
99,"9",154932,"2"
125,"6",183812,"2"
25,"12",1953334,"1"
74,"3",75000,"2"
191,"0",305417,"2"
35,"1",276000,"1"
129,"1",186667,"2"
58,"2",55888,"1"
67,"3",68329,"2"
132,"1",128000,"2"
107,"11",161931,"1"
102,"2",162596,"1"
22,"1",128130,"1"
415,"5",303111,"1"
65,"0",326239,"1"
48,"2",102740,"1"
16,"6",200684,"2"
24,"5",431945,"1"
86,"8",135789,"2"
426,"11",1916667,"1"
330,"2",161877,"1"
112,"6",283667,"2"
82,"1",243728,"2"
251,"0",111474,"2"
267,"5",351250,"2"
343,"3",89636,"2"
293,"5",5e+05,"1"
51,"1",162927,"1"
127,"9",633333,"2"
46,"1",420000,"2"
57,"2",75886,"2"
20,"3",830000,"2"
86,"1",70364,"1"
77,"3",182500,"1"
62,"6",461606,"2"
488,"1",510555,"2"
57,"8",1581317,"2"
78,"1",87500,"2"
125,"5",406039,"1"
199,"11",225000,"1"
1087,"9",433930,"2"
129,"8",151111,"1"
63,"5",434359,"2"
93,"3",314167,"2"
18,"1",338500,"2"
105,"3",150000,"2"
106,"11",482323,"2"
63,"1",333696,"1"
383,"12",729150,"1"
192,"7",709809,"1"
147,"1",251550,"1"
197,"3",680755,"1"
268,"8",354331,"1"
97,"1",250625,"1"
114,"3",193273,"1"
59,"5",324792,"1"
68,"6",537500,"1"
151,"5",224250,"1"
59,"6",146119,"2"
195,"2",65584,"2"
93,"0",379473,"1"
293,"11",736667,"2"
268,"11",450000,"1"
215,"7",183333,"1"
62,"1",60046,"2"
138,"1",281209,"1"
39,"0",108616,"2"
335,"9",1887400,"2"
17,"8",826250,"2"
67,"1",739054,"2"
166,"6",321052,"1"
568,"3",293932,"2"
79,"6",450000,"2"
124,"3",322466,"1"
45,"1",209578,"1"
415,"9",186722,"2"
120,"11",494614,"2"
44,"0",158984,"2"
76,"5",160018,"2"
169,"3",124509,"2"
94,"9",191291,"1"
48,"6",294444,"1"
122,"3",327500,"2"
154,"8",253333,"2"
98,"11",1923197,"1"
131,"10",1097708,"1"
55,"5",696000,"2"
297,"1",335000,"2"
82,"6",223500,"1"
1438,"9",1121667,"1"
162,"2",129274,"2"
28,"9",662263,"1"
678,"9",120000,"2"
404,"0",120103,"1"
226,"6",186279,"2"
13,"5",261932,"1"
112,"5",306667,"2"
87,"2",89326,"1"
1122,"1",149841,"1"
176,"5",436667,"1"
17,"1",88346,"2"
67,"9",170000,"1"
421,"5",346998,"2"
59,"3",260000,"1"
333,"6",646633,"1"
132,"1",58865,"1"
35,"3",356000,"1"
100,"2",218889,"1"
619,"1",540000,"1"
23,"1",402323,"2"
65,"1",113898,"2"
403,"8",485450,"1"
144,"5",249167,"1"
115,"11",353333,"2"
79,"1",96613,"2"
63,"6",432886,"2"
59,"5",188542,"2"
404,"8",115000,"2"
274,"3",185000,"1"
474,"9",202625,"2"
201,"1",1431667,"2"
38,"2",280533,"2"
1438,"11",360000,"2"
214,"2",198662,"1"
278,"9",225000,"1"
300,"9",110000,"1"
84,"11",850000,"2"
114,"1",130000,"2"
77,"5",474177,"1"
175,"9",250380,"1"
20,"9",168471,"1"
175,"3",324971,"2"
105,"1",329578,"2"
404,"5",3e+05,"2"
79,"3",290466,"1"
261,"1",88939,"1"
104,"8",246444,"2"
60,"1",173673,"2"
164,"1",257248,"1"
77,"8",129332,"2"
65,"5",237500,"2"
188,"5",294778,"2"
79,"5",228977,"1"
15,"6",240081,"2"
100,"11",370834,"1"
34,"2",661500,"2"
231,"5",547084,"2"
212,"5",175000,"2"
114,"0",159086,"1"
119,"0",163193,"1"
63,"11",293333,"2"
1864,"1",466289,"2"
68,"3",154586,"1"
56,"7",206708,"1"
163,"5",269000,"1"
74,"0",61820,"2"
195,"5",297917,"1"
166,"1",116000,"1"
77,"1",114888,"2"
128,"1",131787,"2"
52,"0",175733,"2"
103,"5",281112,"2"
101,"5",221000,"1"
53,"8",580000,"2"
141,"5",109475,"2"
281,"6",252736,"1"
249,"11",802827,"2"
51,"1",276667,"2"
154,"8",326042,"1"
65,"6",128770,"2"
418,"1",962084,"2"
200,"5",542070,"2"
199,"2",107352,"2"
138,"6",154088,"2"
48,"1",82140,"1"
24,"1",144124,"1"
49,"1",475002,"1"
124,"3",245958,"2"
248,"0",410381,"2"
393,"9",1036813,"2"
95,"1",266104,"1"
417,"9",426420,"2"
105,"2",114775,"2"
116,"7",504222,"2"
455,"11",1204182,"1"
93,"2",203750,"2"
62,"3",91513,"2"
92,"9",517500,"2"
521,"12",1085625,"2"
136,"7",456667,"1"
350,"8",1061667,"1"
548,"1",111435,"1"
54,"3",206667,"1"
159,"3",157200,"2"
173,"0",85072,"1"
57,"5",236979,"2"
131,"5",210235,"1"
759,"7",342083,"2"
444,"7",379123,"2"
71,"2",124566,"2"
415,"9",186722,"2"
417,"5",161081,"1"
86,"3",231541,"1"
131,"5",104038,"1"
126,"6",289719,"1"
403,"0",316393,"1"
181,"6",235493,"2"
62,"9",253701,"2"
369,"5",260351,"1"
181,"3",104335,"1"
315,"7",125000,"1"
82,"5",333033,"2"
20,"1",289407,"2"
226,"5",306313,"2"
142,"3",160833,"1"
339,"9",233667,"2"
63,"3",466667,"1"
423,"1",150433,"1"
63,"1",97500,"2"
333,"1",74129,"2"
64,"3",263958,"1"
145,"5",107275,"1"
90,"6",120257,"2"
37,"5",145916,"2"
350,"8",408611,"1"
74,"0",319859,"2"
292,"1",220494,"1"
188,"6",301549,"1"
65,"1",212245,"1"
93,"11",430335,"2"
365,"11",260000,"2"
289,"5",419099,"2"
76,"5",88817,"2"
184,"0",763125,"2"
172,"0",205882,"1"
99,"0",174752,"2"
151,"5",286542,"1"
12,"3",494789,"1"
223,"6",227885,"1"
94,"1",250000,"1"
132,"6",186986,"1"
102,"9",243423,"2"
59,"11",256667,"1"
718,"6",204000,"1"
80,"1",240320,"1"
45,"2",811053,"2"
132,"5",213834,"2"
42,"0",295379,"2"
59,"5",103311,"1"
444,"8",266771,"1"
28,"0",153986,"2"
110,"1",155734,"2"
111,"2",103476,"1"
236,"3",292500,"1"
79,"4",309407,"2"
101,"3",145526,"1"
91,"3",973333,"2"
166,"11",290000,"1"
285,"8",1185002,"1"
53,"5",117714,"2"
266,"2",168610,"2"
94,"0",103858,"2"
22,"2",379140,"2"
103,"0",944167,"1"
59,"9",387072,"2"
83,"6",436389,"2"
65,"6",227006,"1"
488,"5",154167,"1"
99,"6",258492,"1"
336,"2",345625,"1"
78,"2",360823,"2"
38,"6",659441,"2"
99,"6",190291,"2"
96,"8",215243,"1"
107,"6",175226,"2"
82,"1",94517,"2"
94,"9",205368,"1"
403,"5",1605000,"2"
293,"5",514932,"2"
18,"7",535359,"2"
15,"5",386000,"2"
172,"2",102529,"1"
63,"1",304646,"2"
78,"5",263278,"1"
134,"9",157451,"1"
135,"8",808167,"2"
44,"0",146544,"1"
57,"11",249167,"2"
186,"9",220667,"2"
261,"0",120389,"1"
26,"0",89820,"2"
54,"3",99789,"2"
151,"1",240255,"2"
54,"5",156830,"2"
795,"6",489444,"1"
223,"2",297211,"1"
38,"11",1e+06,"1"
455,"8",1112778,"1"
48,"1",164565,"1"
83,"2",277255,"2"
219,"3",150671,"1"
1001,"5",585000,"2"
404,"1",136250,"2"
66,"2",179722,"1"
488,"3",429834,"2"
65,"8",256042,"2"
136,"8",320436,"2"
63,"0",93600,"2"
488,"5",154167,"2"
144,"1",301667,"1"
230,"8",333333,"1"
24,"5",463789,"1"
98,"9",641584,"2"
123,"6",129240,"2"
60,"11",1367084,"2"
280,"5",92395,"2"
231,"1",75000,"2"
149,"0",430001,"2"
120,"11",631053,"2"
355,"6",341965,"1"
92,"11",197895,"1"
356,"3",285620,"1"
26,"1",303333,"1"
95,"2",161250,"2"
274,"0",116335,"1"
106,"1",566667,"1"
443,"4",221685,"2"
261,"1",264000,"1"
493,"8",870278,"1"
131,"8",237022,"2"
74,"5",522194,"1"
124,"5",178403,"2"
115,"0",150000,"2"
140,"1",403546,"2"
64,"3",197500,"1"
25,"2",191500,"2"
122,"0",41667,"1"
181,"8",691875,"2"
83,"2",187826,"1"
67,"1",345000,"1"
94,"8",5e+05,"2"
143,"5",300944,"2"
108,"5",245585,"2"
306,"5",508759,"1"
186,"0",209000,"2"
268,"1",291945,"1"
42,"9",271583,"2"
99,"5",20000,"1"
152,"3",280341,"2"
177,"1",127980,"2"
69,"1",395000,"1"
99,"0",486422,"2"
98,"2",133333,"1"
86,"6",302500,"2"
25,"6",237704,"2"
65,"2",119802,"1"
66,"11",1260879,"1"
297,"9",406842,"1"
143,"2",261503,"2"
38,"6",345714,"2"
111,"11",1599444,"1"
521,"0",436697,"2"
121,"11",1333000,"2"
522,"5",237778,"1"
568,"6",330000,"2"
48,"1",274000,"1"
27,"9",530504,"1"
43,"0",250721,"2"
51,"8",316000,"1"
333,"6",269225,"2"
217,"8",900278,"1"
77,"5",301500,"2"
84,"8",219802,"2"
368,"0",785417,"1"
93,"1",92441,"1"
30,"5",295833,"2"
326,"5",236000,"2"
105,"7",230408,"2"
33,"5",1020000,"2"
123,"3",173706,"1"
134,"11",278833,"1"
144,"7",198637,"2"
97,"0",934250,"1"
350,"6",476708,"1"
83,"1",74210,"1"
60,"0",127500,"2"
286,"1",60892,"1"
110,"0",201842,"1"
311,"8",437651,"2"
77,"1",103750,"2"
115,"5",181899,"2"
229,"1",189719,"1"
73,"5",219584,"2"
156,"11",607803,"2"
104,"6",151577,"2"
93,"12",2858334,"1"
66,"5",351168,"2"
468,"1",188333,"1"
86,"3",112539,"2"
274,"1",293056,"2"
75,"9",410000,"1"
186,"9",95981,"1"
402,"2",127500,"2"
74,"3",175005,"1"
68,"0",588552,"2"
274,"5",293056,"2"
223,"1",227885,"2"
313,"9",460000,"1"
161,"4",307684,"2"
82,"6",215014,"2"
119,"11",446848,"1"
217,"5",140000,"2"
449,"4",450000,"1"
53,"5",2e+05,"2"
119,"11",2527500,"1"
462,"5",222500,"2"
158,"9",608333,"1"
148,"8",398320,"2"
204,"1",72500,"2"
229,"8",452000,"2"
175,"1",332500,"2"
170,"0",85921,"1"
43,"5",201777,"2"
66,"1",420526,"1"
352,"3",295219,"1"
67,"1",117645,"1"
131,"11",376500,"2"
218,"9",355153,"2"
1087,"8",1843417,"2"
510,"1",183500,"1"
195,"5",157500,"1"
218,"1",261549,"2"
166,"5",372495,"1"
39,"2",4e+05,"1"
32,"1",440784,"2"
112,"4",176667,"1"
274,"11",385717,"2"
249,"9",293330,"1"
247,"5",237531,"1"
109,"3",73581,"2"
398,"9",302430,"2"
61,"1",316003,"1"
97,"0",183886,"2"
23,"1",167930,"1"
47,"1",169263,"1"
75,"2",480959,"2"
342,"6",691917,"2"
285,"5",299742,"2"
155,"1",504583,"2"
16,"1",98258,"1"
38,"1",278135,"1"
103,"1",293333,"2"
197,"1",231962,"2"
36,"11",349956,"2"
67,"5",480174,"2"
40,"8",106774,"2"
83,"5",300595,"2"
567,"5",117506,"2"
363,"1",262831,"2"
28,"0",426333,"2"
44,"1",138195,"2"
120,"1",434687,"1"
63,"2",127323,"1"
236,"5",475333,"2"
164,"5",183800,"1"
104,"6",540000,"1"
257,"5",149476,"2"
104,"3",4e+05,"2"
149,"4",274052,"1"
108,"11",1126667,"2"
62,"1",205563,"1"
123,"8",98334,"2"
176,"0",162807,"1"
33,"5",427500,"2"
510,"1",498751,"2"
52,"2",208888,"2"
122,"9",150000,"2"
86,"4",415000,"2"
